edible-poisonous,gill-spacing,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,gill-color,bruised
edible,close,tapering,white,white,purple,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,white,gray,white,true
edible,close,tapering,white,gray,purple,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,white,pink,brown,true
poisonous,close,enlarging,buff,pink,gray,false
edible,close,tapering,pink,white,white,true
edible,close,tapering,gray,gray,white,true
edible,close,tapering,white,gray,purple,true
poisonous,close,enlarging,buff,pink,gray,false
edible,close,tapering,white,white,purple,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,gray,gray,purple,true
edible,close,tapering,pink,gray,pink,true
edible,close,tapering,gray,pink,pink,true
edible,close,tapering,white,pink,pink,true
edible,close,tapering,white,pink,brown,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,gray,pink,pink,true
edible,close,tapering,gray,white,purple,true
edible,close,tapering,pink,white,pink,true
edible,close,tapering,gray,gray,pink,true
edible,close,tapering,gray,white,brown,true
edible,close,tapering,pink,white,white,true
edible,close,tapering,gray,gray,white,true
edible,crowded,tapering,white,white,pink,false
edible,close,tapering,gray,white,pink,true
edible,close,tapering,gray,white,pink,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,white,white,purple,true
edible,close,tapering,white,gray,white,true
edible,close,tapering,pink,gray,white,true
edible,close,tapering,gray,white,brown,true
edible,close,tapering,white,gray,white,true
poisonous,crowded,enlarging,white,white,gray,false
edible,close,tapering,pink,pink,pink,true
edible,close,tapering,white,pink,brown,true
edible,close,tapering,pink,white,white,true
edible,crowded,tapering,white,white,chocolate,false
edible,close,tapering,gray,white,brown,true
edible,close,tapering,white,pink,brown,true
edible,close,tapering,pink,gray,white,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,pink,pink,brown,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,white,white,brown,true
edible,close,tapering,white,white,brown,true
edible,close,tapering,pink,gray,white,true
edible,close,tapering,white,white,pink,true
edible,close,tapering,gray,white,pink,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,gray,white,white,true
edible,crowded,tapering,white,white,brown,false
edible,close,tapering,white,gray,white,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,gray,pink,pink,true
edible,close,tapering,pink,gray,brown,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,white,white,purple,true
edible,close,tapering,pink,gray,pink,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,white,gray,brown,true
edible,close,tapering,gray,pink,pink,true
edible,close,tapering,white,pink,pink,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,white,white,purple,true
edible,close,tapering,pink,pink,brown,true
edible,close,tapering,white,white,brown,true
edible,close,tapering,pink,pink,white,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,pink,pink,brown,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,pink,gray,purple,true
edible,close,tapering,gray,gray,purple,true
poisonous,crowded,enlarging,white,white,purple,false
edible,close,tapering,gray,gray,pink,true
edible,close,tapering,white,pink,pink,true
edible,crowded,tapering,white,white,pink,false
edible,close,tapering,pink,gray,pink,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,pink,white,brown,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,gray,gray,white,true
edible,close,tapering,gray,gray,white,true
edible,close,tapering,white,white,purple,true
edible,close,tapering,pink,white,pink,true
edible,close,tapering,gray,white,pink,true
edible,close,tapering,pink,white,purple,true
poisonous,crowded,enlarging,white,white,purple,false
edible,close,tapering,pink,pink,white,true
edible,close,tapering,gray,gray,white,true
edible,close,tapering,gray,white,purple,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,pink,gray,pink,true
edible,close,tapering,gray,white,purple,true
edible,close,tapering,white,white,pink,true
edible,close,tapering,pink,gray,white,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,pink,white,pink,true
edible,close,tapering,white,pink,pink,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,gray,white,brown,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,gray,gray,pink,true
edible,close,tapering,gray,white,pink,true
edible,close,tapering,gray,white,pink,true
edible,crowded,tapering,white,white,black,false
edible,close,tapering,white,pink,white,true
edible,close,tapering,white,white,brown,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,white,pink,brown,true
edible,close,tapering,pink,gray,brown,true
poisonous,close,enlarging,white,white,brown,false
edible,close,tapering,pink,pink,white,true
edible,close,tapering,white,gray,white,true
edible,crowded,tapering,white,white,black,false
edible,close,tapering,white,gray,purple,true
poisonous,crowded,enlarging,white,white,purple,false
edible,close,tapering,gray,pink,pink,true
edible,close,tapering,pink,pink,pink,true
edible,close,tapering,white,gray,purple,true
edible,close,tapering,pink,pink,pink,true
edible,close,tapering,gray,gray,purple,true
edible,close,tapering,white,white,brown,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,gray,white,white,true
edible,close,tapering,gray,pink,pink,true
edible,close,tapering,pink,white,brown,true
poisonous,close,enlarging,brown,pink,chocolate,false
edible,close,tapering,white,white,brown,true
edible,close,tapering,white,white,white,true
edible,close,tapering,pink,gray,brown,true
edible,close,tapering,pink,pink,pink,true
edible,close,tapering,white,white,pink,true
edible,close,tapering,white,pink,pink,true
edible,close,tapering,gray,white,brown,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,gray,white,pink,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,pink,gray,white,true
edible,close,tapering,gray,gray,purple,true
edible,close,tapering,white,pink,brown,true
edible,close,tapering,pink,pink,pink,true
edible,close,tapering,white,white,white,true
edible,close,tapering,white,gray,purple,true
edible,close,tapering,gray,gray,white,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,pink,white,brown,true
edible,close,tapering,white,white,white,true
poisonous,close,enlarging,buff,brown,gray,false
edible,close,tapering,white,gray,pink,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,white,white,pink,true
edible,close,tapering,gray,white,white,true
edible,close,tapering,white,white,brown,true
edible,close,tapering,gray,gray,pink,true
edible,close,tapering,pink,white,pink,true
edible,close,tapering,gray,gray,white,true
edible,close,tapering,white,white,white,true
edible,close,tapering,gray,white,brown,true
poisonous,close,enlarging,pink,buff,chocolate,false
edible,close,tapering,pink,white,purple,true
edible,close,tapering,gray,gray,purple,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,pink,gray,purple,true
edible,close,tapering,white,pink,pink,true
edible,close,tapering,white,gray,white,true
edible,close,tapering,white,gray,purple,true
edible,close,tapering,white,white,pink,true
edible,close,tapering,white,gray,pink,true
edible,close,tapering,pink,pink,white,true
edible,close,tapering,pink,gray,brown,true
edible,close,tapering,white,white,purple,true
edible,close,tapering,pink,pink,pink,true
edible,close,tapering,pink,gray,pink,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,white,gray,pink,true
edible,close,tapering,white,pink,brown,true
edible,close,tapering,pink,gray,brown,true
edible,close,tapering,gray,white,brown,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,pink,gray,white,true
edible,close,tapering,gray,white,purple,true
edible,close,tapering,gray,white,brown,true
edible,close,tapering,white,white,white,true
edible,close,tapering,pink,gray,purple,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,white,gray,purple,true
edible,crowded,tapering,white,white,brown,false
edible,close,tapering,white,gray,white,true
edible,close,tapering,gray,gray,pink,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,white,pink,purple,true
edible,close,tapering,pink,white,white,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,white,gray,pink,true
edible,close,tapering,white,gray,purple,true
edible,close,tapering,white,pink,purple,true
edible,close,tapering,pink,white,pink,true
edible,close,tapering,gray,white,purple,true
edible,close,tapering,white,white,white,true
edible,close,tapering,white,gray,purple,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,white,white,white,true
edible,close,tapering,white,white,pink,true
poisonous,close,enlarging,buff,brown,chocolate,false
edible,close,tapering,white,white,white,true
edible,close,tapering,gray,gray,pink,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,white,white,purple,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,gray,gray,brown,true
edible,close,tapering,gray,pink,brown,true
edible,close,tapering,gray,white,white,true
edible,close,tapering,white,pink,purple,true
edible,close,tapering,gray,pink,brown,true
poisonous,close,enlarging,buff,brown,chocolate,false
edible,close,tapering,gray,gray,purple,true
poisonous,close,enlarging,buff,brown,pink,false
poisonous,crowded,enlarging,white,white,gray,false
edible,close,tapering,pink,pink,purple,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,white,white,pink,true
edible,close,tapering,gray,white,pink,true
poisonous,close,enlarging,pink,pink,chocolate,false
edible,close,tapering,white,white,white,true
edible,close,tapering,pink,gray,purple,true
edible,close,tapering,pink,gray,purple,true
poisonous,close,enlarging,white,white,pink,false
edible,close,tapering,pink,gray,purple,true
edible,close,tapering,white,white,purple,true
poisonous,close,enlarging,pink,brown,gray,false
poisonous,close,enlarging,pink,buff,gray,false
edible,close,tapering,gray,white,pink,true
edible,close,tapering,gray,white,brown,true
edible,close,tapering,pink,white,white,true
edible,close,tapering,white,gray,white,true
edible,close,tapering,gray,gray,white,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,gray,white,pink,true
poisonous,crowded,enlarging,white,white,purple,false
poisonous,close,enlarging,brown,buff,gray,false
edible,close,tapering,white,pink,pink,true
edible,close,tapering,gray,pink,white,true
edible,close,tapering,gray,white,white,true
edible,close,tapering,white,pink,white,true
edible,close,tapering,gray,pink,purple,true
edible,close,tapering,pink,white,white,true
poisonous,close,enlarging,buff,pink,chocolate,false
edible,close,tapering,gray,pink,white,true
edible,close,tapering,pink,pink,pink,true
poisonous,close,enlarging,white,white,pink,false
edible,close,tapering,gray,pink,pink,true
edible,close,tapering,white,gray,pink,true
poisonous,close,enlarging,buff,pink,pink,false
poisonous,close,enlarging,pink,pink,pink,false
edible,close,tapering,pink,gray,purple,true
edible,close,tapering,white,gray,pink,true
edible,close,tapering,white,white,white,true
edible,close,tapering,white,white,pink,true
edible,close,tapering,pink,pink,brown,true
poisonous,crowded,enlarging,white,white,brown,false
edible,close,tapering,pink,white,pink,true
edible,close,tapering,pink,white,purple,true
edible,close,tapering,pink,pink,pink,true
edible,close,tapering,gray,gray,brown,true
poisonous,close,enlarging,white,white,pink,false
